,52WeekChange,SandP52WeekChange,annualHoldingsTurnover,annualReportExpenseRatio,auditRisk,beta,beta3Year,boardRisk,bookValue,category,compensationRisk,currentPrice,currentRatio,dateShortInterest,debtToEquity,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,enterpriseToEbitda,enterpriseToRevenue,enterpriseValue,financialCurrency,fiveYearAverageReturn,floatShares,forwardEps,forwardPE,freeCashflow,fullTimeEmployees,fundFamily,fundInceptionDate,grossMargins,grossProfits,heldPercentInsiders,heldPercentInstitutions,industry,lastCapGain,lastDividendValue,lastFiscalYearEnd,lastSplitDate,lastSplitFactor,legalType,maxAge,maxAge_finData,morningStarOverallRating,morningStarRiskRating,mostRecentQuarter,netIncomeToCommon,nextFiscalYearEnd,numberOfAnalystOpinions,operatingCashflow,operatingMargins,overallRisk,pegRatio,priceHint,priceToBook,priceToSalesTrailing12Months,profitMargins,profitMargins_finData,quickRatio,recommendationKey,recommendationMean,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,revenueQuarterlyGrowth,sector,shareHolderRightsRisk,sharesOutstanding,sharesPercentSharesOut,sharesShort,sharesShortPreviousMonthDate,sharesShortPriorMonth,shortPercentOfFloat,shortRatio,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,threeYearAverageReturn,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingEps,yield,ytdReturn
ATNM,0.19439876,0.15864205,,,,3.199245,,,0.157,,,0.73,4.194,1535673600,,,,-23122936,0.0,-2.415,,55850152,USD,,108956732,-0.26,-2.8076925,-10582653,25.0,,,0.0,,0.01364,0.10031,Biotechnology,,,1514678400,,,,1,86400,,,1530316800,-22672072,1577750400,5,-18708684,0.0,,,4,4.6496816,,0.0,0.0,4.078,buy,1.8,-0.81439,-1.73143,,,,Healthcare,,110463000,0.0345,3811277,1532995200,4433718,0.0347,4.46,6.0,3.0,4.55,4.75,,,21474264,0.194,0,,-0.258,,
AUG,-0.5545746,0.15864205,,,2.0,0.293581,,7.0,0.387,,8.0,1.1099,5.208,1535673600,,,,1198995,0.0,74.228,,88999064,CAD,,64362934,-0.05,-22.198,-29318294,22.0,,,0.0,-105000,0.26883,0.11879,Industrial Metals & Minerals,,,1514678400,,,,1,86400,,,1530316800,3950293,1577750400,5,1479386,0.0,8.0,,4,2.8679588,,0.0,0.0,4.361,buy,1.6,0.01274,0.07516,,,,Basic Materials,6.0,85938400,0.0092,886227,1532995200,771864,,11.48,4.68,2.44,3.4,3.14,,,4409595,0.051,0,,0.049,,
AXU,-0.32026148,0.15864205,,,2.0,-0.373897,,8.0,0.831,,9.0,1.04,3.508,1535673600,,,,-3783411,-0.39938,-25.701,10.264,97235856,CAD,,102671316,-0.02,-52.0,-8878953,79.0,,,0.18338,2277000,,,Waste Management,,,1514678400,,,,1,86400,,,1530316800,-6837654,1577750400,4,-4057038,-0.52023,8.0,,2,1.2515042,,-0.72179,-0.72179,3.279,buy,1.8,-0.03156,-0.08144,0.416,0.095,,Industrials,3.0,101643000,0.0109,1177385,1532995200,1005258,,6.11,2.99,1.73,2.28,2.19,,,17242976,0.16,0,9473188,-0.07,,
BGSF,0.51313496,0.15864205,,,1.0,-0.593183,,10.0,5.958,,8.0,25.735,1.963,1535673600,45.848,1.16,1.263,25447688,0.08936,11.617,1.038,295625088,USD,,8628238,1.84,13.986413,10181566,349.0,,,0.25987,68401998,0.15010001,0.32744998,Staffing & Outsourcing Services,,,1514678400,,,,1,86400,,,1530403200,9897532,1577750400,2,15385240,0.07023,10.0,0.81,4,4.319402,,0.03475,0.03475,1.88,buy,2.0,0.11703,0.19564,0.032,32.073,,Industrials,7.0,10089000,0.009,90763,1532995200,129660,0.0106,0.62,30.5,29.0,29.75,29.75,,,,,27559604,284783424,1.077,,
BPMX,-0.24833947,0.15864205,,,,-1.76055,,,0.022,,,0.203,2.387,1535673600,,,,-16342000,0.0,-1.869,386.532,30536050,USD,,170139583,-0.09,-2.2555554,,27.0,,,-2.1645598,-177000,0.03059,0.2163,Biotechnology,,,1517356800,,,,1,86400,,,1532995200,-16314000,1580428800,1,,-207.62025,,,3,9.227273,,0.0,0.0,2.16,buy,2.0,-1.61883,-6.02882,0.412,0.001,,Healthcare,,191524000,0.063,12072798,1532995200,11318843,0.0708,3.81,0.6,0.6,0.6,0.6,,,6581000,0.034,0,79000,-0.117,,
BRG,-0.053435087,0.15864205,,,2.0,0.180637,,9.0,5.187,,5.0,9.95,5.742,1535673600,175.195,,,44289000,0.27103,42.527,11.526,1883485952,USD,,23578004,-1.82,-5.467033,-98977872,,,,0.59597,66422000,0.00369,0.50715,REIT - Residential,,,1514678400,,,,1,86400,,,1530316800,-78240000,1577750400,9,54819000,-0.10215,8.0,-0.6,2,1.9182572,,-0.25506002,-0.25506002,1.033,buy,1.9,-0.00636,-0.09076,0.522,6.595,,Real Estate,10.0,23665200,0.0715,1697945,1532995200,1958587,0.072,13.92,14.0,9.0,11.22,11.0,,,25411000,1.07,1144007936,163410000,-3.157,,
BTG,-0.16917294,0.15864205,,,2.0,1.390939,,6.0,1.663,,9.0,2.25,0.776,1535673600,34.893,0.068,-0.011,450334016,0.47047,5.911,2.781,2661965312,USD,,966113692,0.21,10.714286,-51526248,3109.0,,,0.54169,310753000,0.00603,0.0,Gold,,,1514678400,,,,1,86400,,,1530316800,118610000,1577750400,1,300864992,0.20739001,7.0,3.22,2,1.3529766,,0.123909995,0.123909995,0.302,strong_buy,1.5,0.04849,0.07952,0.733,0.975,,Basic Materials,6.0,985860992,0.0126,12471095,1532995200,10477368,,4.88,3.5,3.5,3.5,3.5,,,106952000,0.108,577836032,957193024,0.102,,
BTX,-0.17314488,0.15864205,,,2.0,3.213703,,8.0,0.796,,7.0,2.34,5.904,1535673600,1.313,,,-36085000,0.0,-7.246,44.062,261464992,USD,,89090721,-0.27,-8.666666,-20083624,92.0,,,0.94589996,3290000,0.06468,0.43622002,Biotechnology,,,1514678400,878256000,3/1,,1,86400,,,1530316800,-125376000,1577750400,4,-31094000,-6.65656,6.0,,2,2.9396985,,0.0,0.0,5.635,buy,1.8,-0.16157,-0.8937,5.685,0.048,,Healthcare,3.0,126877000,0.1037,13153727,1532995200,11888187,0.14829999,29.43,8.0,6.0,6.75,6.5,,,29155000,0.23,1376000,5934000,-1.015,,
BVX,1.3801916,0.15864205,,,,-1.699079,,,0.655,,,7.46,3.564,1535673600,12.58,,,-1118000,-0.02656,-208.52,5.539,233125904,USD,,25207068,-0.49,-15.224489,47750,211.0,,,0.51704,19761000,0.11632,0.3679,Medical Instruments & Supplies,,,1514678400,,,,1,86400,,,1530316800,-3276000,1577750400,4,-1491000,-0.04346,,-1.28,2,11.389314,,-0.07784,-0.07784,2.159,buy,1.8,-0.036170002,-0.14513,0.171,1.298,,Healthcare,,33203500,0.0013,44157,1532995200,70444,0.0014,0.34,11.0,8.0,8.88,8.25,,,7875000,0.239,2714000,42086000,-0.107,,
CANF,-0.2113095,0.15864205,,,,0.634531,,,0.328,,,1.325,4.231,1535673600,,,,-7053000,0.0,-2.851,12.932,20109202,USD,,19644644,-0.24,-5.5208335,-3514816,7.0,,,1.0,789000,0.0,0.06369,Biotechnology,,,1514678400,,,,1,86400,,,1530316800,-5842000,1577750400,1,-5381000,-4.54469,,,3,4.039634,,0.0,0.0,4.231,buy,2.0,-0.41534,-1.11357,3.517,0.092,,Healthcare,,34420000,0.0154,311610,1532995200,369865,,2.04,8.0,8.0,8.0,8.0,,,5840000,0.294,0,1555000,-0.346,,
CDOR,0.0019379854,0.15864205,,,,4.277557,,,8.404,,,10.425,1.525,1535673600,126.041,-0.373,-0.414,15959000,0.24291,16.785,4.077,267867984,USD,,5339347,0.13,80.192314,14743000,14.0,,,0.34981,17259000,0.56284,0.58961,REIT - Hotel & Motel,,,1514678400,,,,1,86400,,,1530316800,3248000,1577750400,5,11590000,0.10925999,,3.0,3,1.2404807,,0.060549997,0.060549997,0.719,buy,1.8,0.01877,0.03562,0.254,5.621,,Real Estate,,11884500,0.0028,33654,1532995200,32500,0.0058,4.65,13.0,11.0,12.3,12.5,,,6629000,0.558,140350000,65699000,0.274,,
CPHI,0.11100006,0.15864205,,,,3.239773,,,0.941,,,0.2058,1.346,1535673600,28.993,,,-167757,-0.012159999,-117.102,1.424,19644614,USD,,21937949,,,4433315,276.0,,,0.19823,2468550,0.4966,0.060489997,Drug Manufacturers - Major,,,1514678400,1060905600,1000/21804,,1,86400,,,1530316800,-17324286,1577750400,1,1739193,-0.2569,,,4,0.21870351,,-1.25544,-1.25544,0.462,buy,2.0,-0.03272,-0.35294998,0.088,0.317,,Healthcare,,43579600,0.0039,170228,1532995200,266751,0.0069999998,1.54,3.0,3.0,3.0,3.0,,,1935527,0.044,11894585,13799326,-0.398,,
CQH,0.27650142,0.15864205,,,,1.211245,,,0.002,,,31.82,1.819,1535673600,,26.92,26.919,,0.0,,19.852,7196273152,USD,,18742213,2.25,14.142222,224687744,,,,1.0,120797000,0.91911006,0.07961,Oil & Gas Midstream,,,1514678400,,,,1,86400,,,1530316800,357310016,1577750400,9,-5799000,0.99347,,0.08,2,15909.999,,0.9857,0.9857,0.914,hold,2.6,296.3512,1306.435,24.945,1.564,,Energy,,231700000,0.0008,184913,1532995200,185211,0.0099,1.75,37.0,28.5,30.72,30.0,,,329000,0.001,0,362494016,1.542,,
CRHM,0.5454545,0.15864205,,,2.0,0.630781,,7.0,0.977,,6.0,4.225,2.259,1535673600,50.432,,,49730096,0.45233002,8.539,3.863,424667840,USD,,65522522,0.06,70.416664,38360284,18.0,,,0.2583,28250438,,,Medical Instruments & Supplies,,,1514678400,,,,1,86400,,,1530316800,8240448,1577750400,3,41006344,0.20091,5.0,,3,4.3244624,,0.07495,0.07495,2.147,buy,2.3,0.07501,0.14003,0.306,1.499,,Healthcare,1.0,72673600,0.0004,30203,1532995200,56107,,0.32,4.0,3.0,3.4,3.2,,,4469617,0.062,64390784,109941440,0.11,,
CRMD,0.48048782,0.15864205,,,5.0,5.362568,,10.0,-0.076,,9.0,0.6253,0.463,1535673600,,,,-36985528,0.0,-1.181,237.021,43697188,USD,,81369333,-0.14,-4.4664283,-13896204,14.0,,,0.64429003,214363,0.039389998,0.123500004,Biotechnology,,,1514678400,,,,1,86400,,,1530316800,-39008888,1577750400,1,-25467052,-200.93011,9.0,,3,,,0.0,0.0,0.379,buy,2.0,-1.70978,-8.77812,-0.945,0.003,,Healthcare,1.0,84910096,0.082600005,8077672,1532995200,8290561,0.1034,1.87,3.0,3.0,3.0,3.0,,,4701978,0.055,0,184360,-0.548,,
CTEK,0.033898354,0.15864205,,,,0.74787,,,1.814,,,3.6484,1.382,1535673600,135.008,0.272,0.633,7034194,0.10062,7.585,0.763,53355556,USD,,6949291,0.56,6.515,1106356,302.0,,,0.29453,20899588,0.21696,0.2141,Business Services,,,1514678400,1484265600,1/3,,1,86400,,,1530316800,-1109032,1577750400,4,5226150,0.06745,,0.47,4,2.011246,,-0.015859999,-0.015859999,1.181,buy,2.0,0.056750003,-0.06415,0.008,7.312,,Industrials,,9616130,0.0017,16263,1532995200,24355,0.002,0.6,9.0,6.6,7.46,7.13,,,5001649,0.52,23546804,69905600,-0.12,,
CTO,0.06502247,0.15864205,,,1.0,0.747639,,1.0,37.273,,5.0,62.2,10.236,1535673600,85.481,2.879,2.85,37978088,0.55404997,13.534,7.499,514010592,USD,,3811717,9.33,6.666667,53359632,14.0,,,0.72693,60959314,0.09175,0.76808,Real Estate - General,,,1514678400,,,,1,86400,,,1530316800,50369332,1577750400,1,26513152,0.37680998,2.0,,2,1.6687684,,0.73483,0.73483,3.037,buy,2.0,0.035380002,0.27481002,-0.394,12.416,,Real Estate,4.0,5553600,0.0358,199094,1532995200,208826,0.0517,16.2,82.0,82.0,82.0,82.0,,,5225091,0.941,177133600,68546008,9.051,,
CVRS,-0.060810804,0.15864205,,,,1.033846,,,0.014,,,1.445,6.694,1535673600,48.694,,,-34529000,0.0,-6.916,24.456,238817680,USD,,108424931,-0.17,-8.5,-21537750,106.0,,,0.05243,385000,0.25778,0.4641,Medical Devices,,,1514678400,,,,1,86400,,,1530316800,-41897000,1577750400,3,-35249000,-3.60625,,,2,103.21429,,0.0,0.0,6.086,buy,2.0,-0.53782004,-1.2767501,-0.263,0.052,,Healthcare,,188963008,0.075500004,14272499,1532995200,13683479,0.1566,21.35,2.25,1.0,1.65,1.7,,,34315000,0.182,11708000,9765000,-0.222,,
CVU,-0.028735638,0.15864205,,,,-0.313295,,,8.653,,,8.6,2.843,1535673600,46.451,0.615,0.642,10815758,0.13036,10.056,1.311,108760208,USD,,8029979,0.86,10.0,-4271383,230.0,,,0.22971001,18645916,0.04739,0.61202997,Aerospace & Defense,,,1514678400,930096000,1/3,,1,86400,,,1530316800,6266676,1577750400,3,-895738,0.12255,,1.71,2,0.993875,,0.07553,0.07553,2.782,buy,1.7,0.05197,0.08487,0.211,9.339,,Industrials,,8953140,0.0046,40955,1532995200,39783,0.0052,1.57,12.0,11.0,11.67,12.0,,,1032098,0.115,35928928,82971360,0.699,,
DLA,-0.16705012,0.15864205,,,1.0,0.327538,,3.0,21.115,,7.0,18.25,3.12,1535673600,77.703,0.088,0.018,25559000,0.06489,9.536,0.619,243732480,USD,,5312439,1.6,11.40625,18712124,7700.0,,,0.19635001,78522000,0.18747,0.70481,Apparel Manufacturing,,,1506729600,1117584000,2/1,,1,86400,,,1530316800,328000,1569801600,1,18809000,0.04,4.0,0.86,2,0.8643145,,0.00083,0.00083,0.831,buy,2.0,0.02912,0.00214,0.076,54.394,,Consumer Cyclical,3.0,7080140,0.0137,96725,1532995200,99337,0.0147,5.22,24.0,24.0,24.0,24.0,,,393000,0.056,116329000,393855008,0.036,,
DNN,0.19127655,0.15864205,,,,1.376816,,,0.293,,,0.571,3.983,1535673600,,,,-15531653,-1.42698,-17.841,25.459,277098272,CAD,,497494117,-0.02,-28.55,-11483867,68.0,,,-0.029289998,469000,0.95116997,0.0,Industrial Metals & Minerals,,,1514678400,1481068800,1/1,,1,86400,,,1530316800,-15850512,1577750400,3,-16687895,-1.83493,,,4,1.9488053,,-1.4561099,-1.4561099,3.573,buy,2.3,-0.05144,-0.09227,0.015,0.019,,Basic Materials,,559182976,0.013099999,7344782,1532995200,8239294,,15.25,1.46,0.73,1.1,1.1,,,22205086,0.04,0,10884244,-0.028,,
DXR,0.040856004,0.15864205,,,,-2.429433,,,3.517,,,5.3917,1.01,1535673600,33.272,,,,0.0,,45.572,23006292,USD,,787394,,,2285004,,,,1.0,,0.78883004,0.013660001,Medical Instruments & Supplies,,,1514678400,,,,1,86400,,,1530316800,-1283548,1577750400,1,41397,0.64165,,,4,1.5330395,,-2.5425,-2.5425,0.504,none,,0.010570001,-0.09236,-0.169,0.135,,Healthcare,,3728720,0.053200003,198479,1532995200,203926,0.25100002,15.8,30.0,30.0,30.0,30.0,,,,,4362697,504836,-0.344,,
ELMD,-0.20509386,0.15864205,,,,-0.847631,,,2.475,,,6.0,5.317,1535673600,5.424,-0.52,-0.517,3726299,0.13437,11.527,1.549,42953104,USD,,6077328,0.23,,1772313,115.0,,,0.79782,20568429,0.18438,0.3175,Medical Devices,,,1498780800,,,,1,86400,,,1522454400,1729678,1561852800,1,2256993,0.106520005,,,2,2.4242425,,0.06237,0.06237,4.599,buy,2.0,0.07999,0.089779995,0.063,3.384,,Healthcare,,8288660,0.00029999999,2449,1532995200,2737,0.0004,0.25,6.0,6.0,6.0,6.0,,,7062822,0.852,1112838,27730960,0.199,,
EMAN,-0.27906984,0.15864205,,,,-0.652195,,,0.445,,,1.55,2.098,1535673600,,,,-9025000,-0.36635,-6.538,2.395,59003908,USD,,28411080,-0.07,-22.142857,-256125,102.0,,,0.16816999,5124000,0.091120005,0.40212002,Semiconductor Equipment & Materials,,,1514678400,1162512000,1/10,,1,86400,,,1530316800,-10660000,1577750400,2,-7381000,-0.44169,,-0.37,3,3.483146,,-0.43272,-0.43272,1.27,buy,2.0,-0.23065001,-0.50201,0.343,0.626,,Technology,,45111300,0.0219,988813,1532995200,1142757,0.0385,14.04,4.0,4.0,4.0,4.0,,,8663000,0.192,0,24635000,-0.271,,
ENSV,0.51063824,0.15864205,,,,2.154349,,,0.166,,,0.7149,2.638,1535673600,264.894,,,5052000,0.10148,12.217,1.24,61721860,USD,,29319729,0.05,14.298,698063,249.0,,,0.19760999,7148000,0.15523,0.38805,Oil & Gas Equipment & Services,,,1514678400,,,,1,86400,,,1530316800,-5657000,1577750400,2,518000,-0.02754,,-0.51,3,4.306627,,-0.11363,-0.11363,2.176,buy,2.0,-0.023039998,-0.52849,0.237,0.972,,Energy,,54361200,0.0036000002,198340,1532995200,169835,0.0049,1.21,1.5,1.5,1.5,1.5,,,235000,0.004,23904000,49784000,-0.11,,
EPM,0.5766424,0.15864205,,,2.0,1.317549,,7.0,2.319,,3.0,10.9,7.256,1535673600,,2.015,2.02,23213928,0.56234,13.09,7.361,303880832,USD,,27783843,0.54,20.185184,12060148,4.0,,,0.70462,29087710,0.08221,0.74893,Oil & Gas E&P,,,1530316800,1075939200,1/40,,1,86400,,,1530316800,19618484,1593475200,4,20536576,0.41451,2.0,,3,4.7003016,,0.47524,0.47524,6.517,hold,2.8,0.11757,0.26919,0.293,1.246,,Energy,1.0,32881100,0.0095,313665,1532995200,388743,0.0125,2.59,12.0,8.5,10.5,10.75,,,24929844,0.758,0,41281212,0.5,,
ESNC,-0.41666663,0.15864205,,,,-0.599716,,,0.148,,,0.2794,3.422,1535673600,16.67,,,-12675004,-0.95069003,-1.05,0.999,13313291,USD,,37462780,-0.17,-1.6435293,-5872747,66.0,,,-0.17513001,-5859839,0.36521,0.065960005,Diversified Industrials,,,1498780800,1383177600,1/5,,1,86400,,,1522454400,-414294,1561852800,3,-10702338,-0.97641,,-0.05,4,1.8878378,,-0.00577,-0.00577,2.535,buy,2.0,-0.44573003,-0.06324,59.847,0.247,,Industrials,,67741504,0.0424,2402751,1532995200,2551912,0.0678,31.34,1.5,0.85,1.28,1.5,,,5349640,0.095,1514273,13332382,-0.008,,
EVBN,0.09684956,0.15864205,,,1.0,0.338407,,1.0,25.689,,3.0,47.0,,1535673600,,0.426,0.448,,0.0,,4.241,234675888,USD,,4094494,3.66,12.84153,,271.0,,,0.0,51439000,0.04165,0.56568,Banks - Regional - US,,,1514678400,1131580800,105/100,,1,86400,,,1530316800,11825000,1577750400,2,17902000,0.32312,3.0,,2,1.829577,,0.21370001,0.21370001,,buy,2.5,0.00935,0.098900005,0.249,11.556,,Financial Services,7.0,4821380,0.0025,12167,1532995200,12387,0.0026,4.7,54.0,50.0,52.0,52.0,,,16765000,3.485,25348000,55335000,2.403,,
FSI,-0.12894738,0.15864205,,,,-0.416295,,,1.508,,,1.4673,6.793,1535673600,2.859,8.0,6.806,1581634,0.10948,5.257,0.576,8314785,USD,,7078272,0.09,16.303333,2627985,25.0,,,0.38167,5934152,0.38884997,0.09093001,Specialty Chemicals,,,1514678400,,,,1,86400,,,1530316800,1068021,1577750400,1,2723069,0.090679996,,,4,0.97301066,,0.07393,0.07393,5.034,underperform,4.0,0.04239,0.06312,-0.124,1.249,,Basic Materials,,11631000,0.0037,43374,1532995200,62922,0.0061000003,1.36,1.25,1.25,1.25,1.25,,,10305465,0.886,501492,14446976,0.092,,
FSP,-0.19238472,0.15864205,,,2.0,0.818327,,9.0,7.949,,4.0,8.01,0.472,1535673600,124.636,,,134376992,0.50049996,14.174,7.094,1904675968,USD,,102915101,-0.01,-801.00006,129170496,39.0,,,0.56781,154450000,0.03642,0.85660005,REIT - Office,,,1514678400,,,,1,86400,,,1530316800,-939000,1577750400,5,89551000,0.15163,7.0,,2,1.007674,,-0.0034999999,-0.0034999999,0.435,hold,2.8,0.01265,-0.00107,-0.026,2.504,,Real Estate,8.0,107231000,0.020599999,2209746,1532995200,1860848,0.0353,7.59,10.0,8.0,8.7,8.5,,,31644000,0.295,1062385984,268483008,-0.009,,
